id,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached_on_Time
1998,B,Ship,3,1,210,2,low,M,9,5932,0
1999,F,Flight,4,4,209,6,low,F,7,4852,0
2000,F,Ship,5,1,233,7,medium,F,5,5759,1
2001,F,Ship,5,2,149,2,medium,F,8,5396,0
2002,C,Ship,6,2,263,4,low,F,1,1258,1
2003,C,Ship,3,3,255,2,low,M,8,5955,1
2004,A,Ship,5,4,255,6,low,M,4,1255,1
2005,D,Ship,3,2,169,3,low,F,3,5673,0
2006,A,Ship,4,1,184,3,high,F,47,3081,1
2007,A,Ship,4,4,184,3,medium,F,9,4500,0
2008,C,Ship,3,3,154,2,low,F,57,1096,1
2009,F,Ship,3,5,225,3,low,F,1,2864,1
2010,A,Flight,3,5,265,10,low,M,6,4380,0
2011,B,Ship,3,1,178,3,high,F,36,1297,1
2012,D,Ship,4,5,135,2,low,M,60,1026,1
2013,B,Road,4,5,244,4,medium,F,2,5365,1
2014,B,Ship,4,5,137,2,high,F,6,5208,0
2015,D,Ship,4,5,216,4,medium,F,1,4458,1
2016,B,Flight,4,1,240,4,low,F,6,4811,0
2017,A,Ship,4,4,224,5,medium,F,5,1184,0
2018,B,Ship,4,2,250,5,medium,M,10,1026,1
2019,B,Ship,3,5,248,2,high,M,3,5287,1
2020,F,Ship,3,2,238,3,high,F,54,3142,1
2021,F,Road,3,5,272,2,low,M,3,5638,1
2022,C,Road,5,1,206,2,low,M,2,3490,1
2023,A,Road,2,4,155,5,low,M,9,1740,1
2024,A,Flight,5,3,243,6,medium,F,10,1189,1
2025,F,Road,4,5,191,2,low,M,10,5068,1
2026,A,Flight,5,4,250,3,low,F,11,3373,1
2027,B,Ship,4,2,145,2,medium,M,21,1617,1
2028,D,Ship,3,3,205,2,medium,F,58,2187,1
2029,F,Road,4,3,136,3,low,M,6,4911,1
2030,A,Ship,4,3,247,4,low,M,16,2362,1
2031,B,Ship,5,2,249,3,low,M,9,5978,1
2032,F,Flight,4,2,272,2,low,M,57,2377,1
2033,B,Flight,3,3,201,2,medium,F,8,5032,1
2034,A,Ship,6,2,195,3,medium,M,30,3462,1
2035,D,Ship,5,2,208,8,medium,M,5,4751,0
2036,C,Ship,3,4,148,10,high,F,12,1779,1
2037,B,Ship,2,4,195,4,medium,M,3,5641,1
2038,F,Ship,3,3,144,3,medium,M,8,5727,0
2039,B,Flight,3,3,158,3,low,M,1,5502,0
2040,C,Ship,4,4,217,3,high,F,26,2875,1
2041,F,Flight,6,4,194,3,low,M,10,2554,1
2042,D,Ship,4,5,108,6,medium,M,46,1882,1
2043,F,Ship,3,1,275,2,high,F,1,2597,1
2044,F,Ship,4,4,256,3,medium,M,1,5784,1
2045,A,Road,3,4,165,3,low,F,4,4482,0
2046,A,Road,4,1,150,4,high,M,60,1024,1
2047,F,Ship,6,3,251,5,medium,M,8,4877,0
2048,B,Road,4,3,189,3,medium,F,4,4410,0
2049,B,Ship,6,4,286,4,medium,M,9,1096,1
2050,D,Ship,5,3,210,3,low,M,5,4560,1
2051,A,Ship,4,4,173,3,high,F,9,5382,1
2052,D,Ship,3,3,202,4,low,F,9,4917,0
2053,C,Ship,3,5,190,10,medium,F,27,2739,1
2054,D,Flight,3,2,138,2,medium,M,8,5714,0
2055,D,Flight,4,2,283,2,high,F,1,4115,0
2056,D,Ship,6,4,293,6,low,F,7,1117,1
2057,C,Ship,3,4,216,3,low,F,41,2042,1
2058,D,Ship,4,5,212,2,medium,M,10,4552,0
2059,F,Flight,6,2,205,5,high,M,6,4756,0
2060,F,Ship,3,4,106,6,medium,F,7,4621,0
2061,A,Road,3,1,200,2,low,F,5,4884,0
2062,B,Ship,3,4,273,2,medium,F,5,5223,0
2063,B,Ship,6,4,257,6,low,F,7,4265,0
2064,C,Ship,3,1,142,2,low,F,5,4728,0
2065,F,Ship,2,1,166,3,medium,M,6,4280,0
2066,A,Ship,3,1,146,2,medium,F,8,5375,0
2067,A,Ship,4,5,155,4,high,F,48,1972,1
2068,D,Road,6,5,212,2,medium,M,38,2359,1
2069,B,Ship,4,5,227,5,low,F,2,1804,1
2070,C,Ship,3,2,258,2,low,M,1,5862,0
2071,F,Ship,4,5,216,2,low,F,8,5767,1
2072,A,Ship,5,1,197,4,low,F,2,5594,1
2073,A,Ship,4,1,153,4,low,M,7,1130,1
2074,C,Road,6,4,294,3,medium,M,7,1455,0
2075,F,Road,4,3,223,2,low,F,3,5765,1
2076,F,Ship,4,1,209,3,low,F,7,4808,1
2077,C,Ship,6,1,286,4,medium,M,1,1636,0
2078,C,Ship,3,4,113,4,low,F,56,1154,1
2079,A,Ship,2,3,164,5,low,M,7,1243,0
2080,C,Ship,5,3,135,3,high,M,4,5858,0
2081,F,Ship,5,5,243,6,medium,F,9,4587,0
2082,D,Ship,3,1,271,3,medium,M,1,5486,1
2083,B,Ship,2,1,219,4,low,M,6,5124,0
2084,F,Road,2,4,239,5,low,F,59,2181,1
2085,F,Ship,3,2,239,3,low,F,10,4486,0
2086,F,Ship,3,3,238,4,medium,M,57,3537,1
2087,B,Flight,4,2,227,10,low,F,10,4619,0
2088,C,Flight,4,2,191,4,low,M,7,5507,1
2089,A,Flight,4,1,242,2,low,M,34,3966,1
2090,D,Ship,5,4,140,4,low,M,3,4018,0
2091,F,Ship,4,5,162,2,medium,F,57,1715,1
2092,B,Ship,4,2,247,3,medium,M,8,4977,0
2093,B,Ship,6,1,250,5,low,F,53,3352,1
2094,F,Ship,4,2,159,3,low,M,5,4985,1
2095,C,Ship,4,4,197,2,low,F,7,4684,0
2096,D,Flight,4,1,175,4,low,M,2,4053,0
2097,A,Road,3,3,99,5,medium,M,9,5470,0
2098,C,Ship,2,3,198,2,medium,F,6,1996,0
2099,D,Ship,3,2,141,2,medium,F,7,5231,0
2100,D,Road,5,5,238,8,low,M,9,5186,0
2101,C,Ship,4,4,245,3,medium,F,7,4480,1
2102,F,Ship,5,1,255,6,low,F,3,1014,0
2103,A,Ship,4,5,257,2,medium,M,5,4127,0
2104,D,Ship,3,3,160,4,medium,M,58,1496,1
2105,A,Ship,4,2,177,3,medium,M,5,5757,0
2106,F,Flight,2,5,162,4,medium,M,49,1671,1
2107,F,Ship,2,3,117,2,medium,M,36,1210,1
2108,F,Flight,5,5,258,5,medium,M,7,1819,0
2109,F,Ship,2,3,192,3,medium,F,8,5787,1
2110,B,Ship,3,5,206,3,medium,M,39,2929,1
2111,F,Flight,6,3,297,4,medium,M,1,1080,0
2112,F,Road,3,5,234,2,medium,F,8,5241,1
2113,C,Ship,5,5,162,4,low,M,8,1311,0
2114,C,Ship,4,3,186,2,medium,F,48,2805,1
2115,D,Ship,5,3,181,4,low,F,2,5332,0
2116,F,Road,5,2,251,3,low,M,9,4298,1
2117,F,Ship,5,1,156,6,medium,F,4,4821,0
2118,D,Ship,4,1,189,2,medium,F,63,3474,1
2119,A,Ship,5,1,224,5,low,M,1,1600,0
2120,B,Flight,3,5,189,2,low,M,8,4567,0
2121,C,Ship,6,5,256,4,low,M,5,1033,1
2122,D,Ship,2,4,140,3,low,F,7,1411,1
2123,F,Ship,4,5,266,3,medium,F,4,5928,1
2124,F,Ship,6,2,276,6,medium,M,7,2437,1
2125,A,Ship,3,1,171,2,low,M,34,1999,1
2126,F,Ship,5,2,280,4,low,M,8,4539,1
2127,B,Ship,5,3,145,3,medium,M,1,5783,1
2128,B,Flight,4,2,141,3,medium,M,61,1875,1
2129,D,Ship,3,1,246,2,low,F,9,4947,0
2130,B,Ship,3,3,246,3,medium,F,45,3945,1
2131,F,Ship,4,3,119,3,low,F,40,1233,1
2132,C,Ship,3,2,177,3,low,F,5,5941,0
2133,A,Ship,3,1,179,2,medium,F,10,4828,0
2134,D,Ship,5,5,273,4,low,M,1,5225,1
2135,C,Ship,4,3,211,4,medium,M,40,3106,1
2136,F,Ship,2,4,204,10,low,F,4,4679,1
2137,F,Ship,5,3,224,2,medium,M,1,5603,0
2138,C,Ship,5,5,143,2,high,F,18,1066,1
2139,C,Road,6,4,289,4,low,F,1,1656,0
2140,B,Ship,4,2,268,6,medium,M,2,4348,0
2141,D,Ship,3,4,232,3,low,F,6,4050,0
2142,A,Road,5,2,256,7,low,F,41,2758,1
2143,F,Ship,5,3,245,5,low,F,1,1605,0
2144,F,Flight,4,5,183,2,medium,F,2,4533,1
2145,A,Ship,5,4,156,4,low,M,1,5533,1
2146,D,Road,5,2,268,5,medium,F,5,1876,1
2147,A,Ship,4,1,252,5,medium,F,1,1538,1
2148,B,Ship,5,3,190,3,high,M,45,2628,1
2149,C,Ship,6,4,304,4,low,M,7,1226,1
2150,B,Ship,5,5,245,5,medium,F,4,4627,0
2151,F,Ship,4,3,189,2,low,F,7,4765,0
2152,F,Ship,6,2,272,5,low,M,8,1045,0
2153,A,Ship,3,4,173,3,low,F,8,5979,0
2154,A,Road,2,4,273,4,low,F,7,4743,1
2155,D,Ship,2,1,228,3,high,F,1,5500,1
2156,F,Flight,4,1,273,2,high,F,10,5832,1
2157,B,Ship,5,1,263,6,low,F,3,1665,1
2158,C,Ship,3,4,253,3,high,F,8,5857,0
2159,C,Ship,3,5,260,4,medium,F,8,4162,1
2160,C,Ship,4,1,224,2,low,M,10,4653,1
2161,F,Road,4,2,173,3,medium,M,6,4963,0
2162,F,Flight,3,5,202,2,low,F,4,3372,1
2163,B,Ship,2,3,239,3,high,M,1,5910,0
2164,C,Ship,4,1,198,3,medium,F,1,4090,0
2165,F,Flight,5,4,221,6,medium,M,5,1944,0
2166,B,Ship,4,2,268,3,low,F,3,5488,1
2167,B,Ship,7,5,265,4,low,F,9,1393,0
2168,A,Ship,5,4,221,2,low,F,59,3444,1
2169,A,Flight,4,5,154,3,medium,F,9,5208,0
2170,F,Flight,4,1,253,3,low,M,36,2591,1
2171,C,Ship,3,4,212,3,medium,F,3,4811,0
2172,F,Ship,6,5,286,4,medium,F,3,1773,1
2173,F,Ship,4,5,147,2,low,M,17,1057,1
2174,D,Road,4,3,192,4,high,F,1,5669,1
2175,A,Road,2,1,188,2,low,M,5,5250,0
2176,F,Ship,4,4,162,3,medium,M,41,1104,1
2177,C,Flight,5,2,265,4,low,F,7,4883,0
2178,A,Ship,3,5,155,4,low,F,1,4432,1
2179,B,Flight,5,5,189,3,low,M,7,5717,0
2180,A,Flight,4,1,150,3,low,F,10,4470,0
2181,F,Ship,5,3,270,3,medium,M,38,3669,1
2182,C,Flight,5,3,169,2,low,F,1,4500,1
2183,F,Ship,4,4,184,3,medium,F,2,5381,0
2184,F,Ship,3,3,198,2,low,M,7,4996,1
2185,F,Ship,4,2,265,3,medium,F,1,5385,0
2186,F,Ship,4,5,200,4,medium,F,2,4947,0
2187,A,Ship,3,5,270,3,high,M,1,4078,1
2188,B,Road,3,5,194,4,medium,F,21,2695,1
2189,C,Ship,3,5,156,3,medium,M,44,1424,1
2190,C,Ship,5,1,148,3,low,F,5,5790,0
2191,C,Road,3,5,179,2,low,F,17,1364,1
2192,D,Ship,4,1,202,3,low,M,4,4029,0
2193,F,Flight,5,4,151,5,low,F,1,4122,0
2194,C,Ship,4,3,235,3,high,F,10,4172,0
2195,F,Flight,5,2,161,3,low,M,8,5804,1
2196,F,Ship,4,1,260,2,low,F,1,5001,1
2197,C,Ship,5,4,154,5,low,M,6,5659,1
2198,C,Ship,3,1,140,3,medium,F,65,1291,1
2199,D,Ship,4,1,167,4,high,M,7,5264,0
2200,B,Ship,4,4,274,2,low,F,3,4257,0
2201,A,Road,4,2,190,3,medium,M,7,4766,0
2202,F,Ship,6,3,290,4,low,M,5,1784,0
2203,C,Ship,4,2,192,3,low,F,4,5578,1
2204,F,Ship,4,2,276,6,high,F,36,2843,1
2205,C,Ship,4,3,260,2,low,M,38,2526,1
2206,F,Ship,3,2,212,3,medium,F,9,2521,1
2207,D,Ship,3,5,254,3,medium,M,3,4072,0
2208,A,Flight,2,5,243,3,high,M,7,4486,0
2209,F,Ship,6,1,287,4,medium,F,1,1581,0
2210,A,Flight,4,2,187,2,low,F,6,3625,1
2211,D,Flight,3,5,156,6,low,M,65,1308,1
2212,D,Ship,6,4,270,4,low,F,10,1199,1
2213,A,Ship,3,1,171,2,medium,F,7,4010,1
2214,D,Flight,6,3,289,5,medium,F,1,1949,1
2215,C,Ship,5,3,169,4,medium,F,37,1290,1
2216,A,Flight,4,4,225,5,low,M,5,5060,1
2217,A,Ship,4,2,271,3,medium,F,4,5902,0
2218,B,Flight,3,3,215,2,low,F,2,5661,0
2219,D,Road,3,4,144,3,medium,M,8,5867,1
2220,D,Ship,4,4,267,4,low,F,8,5219,1
2221,C,Ship,6,1,206,6,medium,F,8,4243,1
2222,C,Flight,4,2,175,3,high,M,4,4426,0
2223,A,Ship,4,2,162,2,low,M,16,1014,1
2224,D,Ship,3,2,177,4,low,F,3,5527,0
2225,B,Ship,5,2,239,5,medium,F,6,1365,1
2226,C,Ship,4,5,199,2,medium,M,4,4762,0
2227,B,Road,4,4,248,3,medium,M,59,2868,1
2228,A,Flight,4,2,145,3,medium,M,1,5400,0
2229,A,Ship,4,4,163,2,low,F,9,4720,0
2230,A,Ship,4,3,233,2,low,F,45,2732,1
2231,B,Ship,6,1,283,5,low,F,9,1311,1
2232,B,Ship,5,3,194,3,low,M,7,5545,0
2233,A,Ship,3,3,154,4,high,F,2,4921,1
2234,D,Ship,3,3,242,3,medium,F,8,5915,1
2235,C,Ship,5,5,270,5,low,M,5,1852,1
2236,D,Ship,6,2,280,4,low,M,10,1866,1
2237,B,Road,4,5,185,2,low,M,6,4610,0
2238,F,Ship,3,5,147,3,low,F,4,5042,0
2239,B,Ship,3,2,264,3,low,F,8,5831,0
2240,F,Flight,5,4,259,5,low,M,10,1177,0
2241,F,Ship,4,2,145,3,medium,F,4,5122,1
2242,F,Flight,4,1,240,3,low,F,4,4787,0
2243,A,Ship,4,2,264,3,low,M,10,5137,1
2244,F,Road,5,4,242,5,low,F,10,1365,0
2245,A,Ship,3,2,144,4,medium,M,8,4867,1
2246,B,Ship,4,1,275,10,medium,F,23,2726,1
2247,F,Flight,4,3,148,5,medium,F,6,4802,0
2248,D,Ship,3,5,222,3,low,M,4,5149,0
2249,B,Ship,4,2,251,2,low,F,10,4898,1
2250,A,Flight,3,2,173,3,high,M,60,1582,1
2251,F,Ship,5,3,245,2,medium,F,8,3231,1
2252,C,Ship,2,3,239,6,medium,M,4,4022,0
2253,D,Road,3,4,195,7,medium,F,9,5829,0
2254,F,Ship,6,1,260,4,medium,M,9,1698,1
2255,C,Road,4,4,266,3,medium,F,2,5413,1
2256,F,Ship,5,3,236,4,medium,M,7,4308,0
2257,F,Road,5,4,264,3,high,M,9,5841,1
2258,F,Ship,3,2,209,3,medium,M,54,3001,1
2259,F,Ship,4,3,271,5,low,M,6,1555,1
2260,B,Road,3,4,221,3,medium,F,1,5391,0
2261,F,Ship,4,5,206,3,low,F,65,2598,1
2262,D,Ship,3,4,145,2,high,F,5,5513,0
2263,F,Road,4,4,280,3,medium,M,5,5624,0
2264,B,Ship,3,2,221,2,medium,M,9,4466,0
2265,D,Ship,5,4,216,4,medium,F,8,5878,1
2266,C,Flight,3,3,214,2,medium,F,4,3754,1
2267,F,Ship,3,3,158,3,low,F,6,1878,1
2268,B,Ship,6,1,232,6,low,M,4,5877,0
2269,F,Road,4,1,260,4,low,M,10,4072,1
2270,F,Ship,3,4,249,3,low,M,31,3489,1
2271,F,Ship,3,4,177,4,medium,F,3,1148,0
2272,F,Flight,4,1,260,4,low,M,2,4091,1
2273,F,Ship,2,2,206,5,low,F,7,5203,0
2274,F,Road,4,2,202,3,low,M,9,4955,0
2275,F,Ship,4,2,185,3,low,M,1,4786,0
2276,D,Road,4,4,196,2,low,F,6,2718,1
2277,C,Ship,3,2,173,3,medium,F,37,1990,1
2278,D,Ship,3,4,244,8,low,M,1,2703,1
2279,B,Ship,4,1,259,3,low,M,39,2427,1
2280,A,Ship,4,4,149,2,medium,F,19,1665,1
2281,F,Road,4,3,283,7,high,F,1,4216,1
2282,C,Ship,4,2,229,3,low,F,6,5691,1
2283,F,Ship,4,5,246,2,medium,F,3,5705,0
2284,F,Road,5,3,234,5,low,M,7,1691,1
2285,A,Road,3,4,247,3,low,M,10,5749,1
2286,D,Flight,3,3,264,3,low,F,6,5482,1
2287,F,Road,6,5,167,3,low,F,2,5761,1
2288,A,Road,6,1,283,5,low,F,10,1304,1
2289,F,Road,4,5,263,3,medium,F,32,3723,1
2290,B,Ship,4,3,163,3,low,F,10,5002,1
2291,A,Ship,4,2,233,5,low,F,8,1097,0
2292,F,Ship,4,2,169,6,low,F,6,4179,0
2293,A,Ship,3,5,278,4,medium,F,8,1785,0
2294,D,Flight,5,1,160,5,low,F,1,4672,0
2295,A,Ship,3,5,170,7,low,F,7,4373,1
2296,D,Ship,5,4,269,3,medium,F,51,3415,1
2297,C,Flight,4,4,139,2,high,F,9,4446,1
2298,D,Ship,3,1,201,6,medium,F,3,2497,1
2299,F,Flight,4,1,149,3,low,M,2,4499,0
2300,F,Ship,2,4,258,3,medium,M,3,4811,0
2301,C,Ship,6,5,279,4,medium,M,7,1300,0
2302,A,Flight,5,3,224,5,low,M,5,1842,0
2303,F,Flight,4,2,241,2,low,M,17,3844,1
2304,D,Ship,4,5,132,4,medium,F,28,1715,1
2305,F,Road,4,4,183,3,low,M,29,3251,1
2306,A,Ship,4,3,272,2,medium,F,5,4681,1
2307,F,Ship,5,5,243,5,medium,M,2,1817,0
2308,A,Road,3,2,237,2,high,M,26,3103,1
2309,C,Ship,3,1,147,4,low,M,18,1613,1
2310,F,Ship,2,2,254,2,low,F,8,5827,0
2311,B,Flight,6,4,275,4,low,M,9,1585,0
2312,F,Flight,5,1,266,5,low,F,9,1852,0
2313,F,Road,5,1,239,5,low,F,6,1815,0
2314,A,Ship,4,2,249,3,low,F,9,5459,1
2315,A,Ship,3,4,213,2,medium,F,6,5374,1
2316,A,Ship,2,5,166,4,medium,F,3,4638,0
2317,B,Ship,7,1,267,4,medium,M,9,1261,1
2318,B,Ship,5,3,150,4,medium,F,1,5211,0
2319,B,Ship,3,2,192,3,low,M,1,4308,1
2320,C,Ship,3,5,150,4,medium,F,8,4433,0
2321,B,Road,4,1,264,3,low,M,13,3015,1
2322,A,Ship,4,1,267,4,medium,M,2,4024,0
2323,B,Ship,3,3,186,3,medium,M,49,2356,1
2324,C,Ship,4,2,210,2,high,F,3,5876,1
2325,D,Road,5,4,189,2,low,F,4,5575,1
2326,D,Ship,4,3,275,10,medium,M,10,2093,1
2327,C,Ship,2,5,241,3,medium,F,3,4253,1
2328,C,Ship,4,5,245,3,medium,F,2,5439,1
2329,A,Road,4,5,105,5,high,M,4,5824,1
2330,F,Ship,4,5,233,3,medium,F,7,5604,1
2331,B,Ship,5,1,249,3,medium,F,5,4392,0
2332,B,Road,5,3,203,2,low,F,37,3531,1
2333,C,Flight,3,5,138,2,medium,M,1,4881,1
2334,D,Ship,4,5,239,6,low,M,4,1451,0
2335,D,Ship,3,3,229,7,high,F,4,5075,1
2336,F,Ship,4,4,206,3,medium,F,10,4262,0
2337,B,Flight,5,1,151,2,medium,F,30,1377,1
2338,A,Ship,2,5,205,6,low,M,2,5671,0
2339,F,Road,4,4,179,3,medium,M,5,4061,1
2340,B,Ship,3,1,266,5,low,M,1,5459,0
2341,B,Ship,5,3,194,4,low,M,9,5851,0
2342,F,Ship,5,1,241,5,low,F,5,1116,1
2343,F,Ship,3,1,146,3,medium,M,16,1714,1
2344,A,Road,3,1,274,3,low,M,4,2087,1
2345,D,Ship,4,3,161,2,medium,M,3,4391,1
2346,B,Ship,5,4,223,5,low,F,2,1713,0
2347,C,Ship,6,3,298,4,low,F,9,1515,1
2348,F,Ship,3,5,221,10,medium,F,7,5743,1
2349,C,Road,2,5,263,3,low,F,5,2947,1
2350,D,Ship,3,2,250,5,low,F,36,2717,1
2351,A,Ship,4,1,151,6,low,M,7,4387,0
2352,F,Ship,4,3,153,3,medium,F,6,5748,0
2353,D,Ship,6,2,263,4,low,F,8,1635,0
2354,F,Ship,2,2,190,2,medium,M,7,4075,0
2355,A,Ship,5,1,132,4,medium,F,4,5461,0
2356,B,Road,5,5,226,3,medium,M,23,2626,1
2357,B,Flight,3,5,146,3,medium,M,8,5637,1
2358,C,Ship,3,1,259,4,low,F,9,4084,1
2359,D,Ship,4,5,233,4,low,F,44,2551,1
2360,F,Flight,3,4,166,4,low,F,1,5533,1
2361,D,Ship,6,5,286,4,low,M,9,1282,1
2362,A,Flight,6,3,283,5,medium,M,10,1483,0
2363,F,Road,3,4,163,3,medium,M,58,1443,1
2364,F,Ship,7,1,244,4,low,M,8,1817,1
2365,C,Ship,5,5,236,3,medium,F,62,3365,1
2366,B,Ship,4,1,97,2,high,M,15,1836,1
2367,D,Ship,3,2,161,3,medium,M,2,4174,1
2368,A,Ship,5,2,247,3,medium,F,3,4698,1
2369,C,Ship,3,1,180,2,high,M,10,4200,0
2370,C,Road,7,2,264,4,medium,M,6,1688,0
2371,A,Ship,2,5,111,2,low,F,5,4038,1
2372,F,Ship,4,5,237,5,low,M,2,1357,1
2373,D,Flight,5,4,135,2,low,M,5,5834,0
2374,B,Road,3,3,160,2,medium,F,3,4665,0
2375,F,Ship,3,4,179,2,low,F,2,4931,1
2376,A,Ship,4,2,174,3,medium,F,10,4318,0
2377,F,Flight,5,3,255,3,medium,F,8,5983,0
2378,C,Ship,3,5,181,4,low,F,1,5812,0
2379,F,Ship,4,1,264,2,low,F,3,5258,0
2380,C,Road,6,1,250,3,low,M,5,5621,1
2381,B,Flight,3,1,102,3,medium,M,9,4459,1
2382,F,Ship,4,2,263,3,medium,M,4,4935,1
2383,B,Ship,5,5,167,3,low,M,10,5591,0
2384,B,Flight,6,1,134,3,medium,M,10,1278,1
2385,B,Ship,3,4,178,8,medium,F,6,4146,0
2386,F,Road,4,4,162,2,medium,M,30,1158,1
2387,A,Ship,3,5,258,3,low,F,5,4494,0
2388,D,Road,3,3,259,3,medium,F,5,4664,0
2389,F,Ship,4,2,146,2,medium,M,4,4348,1
2390,F,Ship,6,4,299,4,low,M,9,1527,0
2391,C,Ship,6,4,296,4,low,M,4,1973,0
2392,B,Flight,6,4,289,4,high,F,4,1822,0
2393,F,Ship,4,3,192,3,medium,F,10,5190,0
2394,D,Ship,4,1,180,3,low,F,1,5677,0
2395,A,Ship,3,2,193,2,low,M,3,4799,1
2396,B,Flight,3,5,224,3,medium,F,20,2937,1
2397,A,Ship,4,2,209,4,low,F,10,3370,1
2398,A,Ship,4,5,247,5,low,M,9,1499,0
2399,A,Ship,5,3,235,4,medium,F,10,4011,0
2400,C,Ship,5,3,206,4,low,M,18,3104,1
2401,A,Ship,4,1,139,3,medium,M,7,4550,0
2402,C,Ship,4,1,238,3,high,F,4,4910,0
2403,F,Ship,3,3,112,4,low,F,7,5716,1
2404,D,Ship,6,4,157,6,low,F,9,5354,1
2405,C,Ship,5,3,156,3,low,F,6,5231,1
2406,B,Ship,3,1,218,4,low,M,6,5480,1
2407,B,Ship,3,2,154,3,medium,M,1,5322,1
2408,F,Ship,5,5,269,5,low,M,4,1454,0
2409,F,Ship,6,5,215,4,medium,M,5,5409,1
2410,A,Ship,3,4,187,2,medium,M,4,5139,1
2411,D,Ship,5,3,250,4,medium,F,4,1111,1
2412,F,Ship,4,4,221,4,low,F,2,5595,1
2413,B,Ship,4,3,251,3,medium,F,46,2632,1
2414,C,Ship,6,3,260,4,medium,M,9,1800,0
2415,C,Ship,5,4,241,4,high,M,6,4412,1
2416,D,Ship,3,5,232,3,low,M,10,5333,0
2417,C,Ship,6,1,244,4,low,F,7,1007,0
2418,C,Ship,3,2,260,3,medium,M,52,2874,1
2419,D,Flight,4,4,178,6,low,F,9,5279,1
2420,B,Ship,7,5,281,4,low,M,8,1987,1
2421,D,Ship,7,2,279,4,medium,M,5,1210,0
2422,F,Road,3,4,179,2,low,M,5,4882,1
2423,C,Ship,3,2,210,2,medium,M,30,3928,1
2424,A,Ship,4,5,137,2,low,M,6,4055,1
2425,F,Flight,4,5,249,3,low,F,7,5509,0
2426,D,Flight,4,5,229,3,medium,M,21,2688,1
2427,D,Ship,3,5,157,4,medium,F,2,4640,0
2428,B,Ship,3,1,227,3,low,M,10,4305,1
2429,C,Ship,2,5,156,2,low,M,2,1750,1
2430,C,Road,5,3,257,5,medium,M,8,1981,1
2431,C,Road,4,5,189,2,low,F,15,2457,1
2432,B,Ship,4,3,135,2,medium,F,53,1073,1
2433,B,Ship,3,4,267,3,low,F,3,4566,0
2434,B,Ship,5,1,257,4,medium,M,1,4924,0
2435,D,Ship,5,1,134,3,high,F,12,1775,1
2436,B,Ship,3,5,273,10,medium,F,5,4608,0
2437,C,Ship,3,4,269,3,medium,F,21,3716,1
2438,A,Ship,4,1,177,2,medium,M,6,5566,0
2439,D,Ship,3,2,164,10,high,M,14,1375,1
2440,C,Ship,4,5,243,2,low,M,19,2829,1
2441,B,Ship,4,4,266,3,medium,F,5,4641,0
2442,B,Ship,3,5,252,4,low,F,7,5328,1
2443,A,Flight,4,3,255,6,low,M,3,4278,1
2444,D,Ship,4,4,182,3,high,F,7,5197,0
2445,C,Ship,4,1,263,3,high,M,5,4782,0
2446,A,Ship,2,3,139,8,medium,M,21,1033,1
2447,D,Ship,4,2,263,5,low,F,5,1874,0
2448,D,Ship,4,3,199,3,low,M,8,4391,1
2449,F,Ship,2,5,228,3,low,M,8,5643,1
2450,F,Ship,4,5,177,3,medium,F,7,4243,1
2451,A,Flight,3,4,186,6,low,F,8,4134,0
2452,D,Road,4,5,233,3,medium,F,43,3856,1
2453,B,Ship,4,3,184,8,low,M,4,4686,0
2454,F,Flight,3,5,220,4,low,M,2,4313,0
2455,B,Flight,5,1,261,5,low,F,10,1713,0
2456,F,Ship,4,2,176,3,medium,F,12,1750,1
2457,F,Ship,3,3,168,2,low,F,10,4583,1
2458,C,Flight,4,3,213,2,low,M,27,2034,1
2459,F,Ship,3,3,153,5,low,F,12,1972,1
2460,A,Ship,3,4,254,3,medium,M,6,5716,0
2461,C,Ship,4,5,205,4,medium,F,5,5264,0
2462,F,Ship,4,5,233,4,low,F,6,1495,0
2463,B,Road,5,2,173,3,low,F,7,1855,1
2464,A,Ship,3,5,222,4,medium,F,9,4247,0
2465,B,Ship,4,4,170,3,medium,M,4,4062,0
2466,C,Ship,6,1,260,3,low,F,4,1338,1
2467,B,Ship,2,4,162,3,low,F,34,1558,1
2468,D,Ship,3,4,272,4,low,F,23,2048,1
2469,D,Ship,5,2,270,3,low,M,3,5266,1
2470,F,Ship,4,5,256,3,medium,M,10,4504,1
2471,F,Flight,3,4,201,3,high,M,7,4887,1
2472,D,Road,6,4,220,4,low,M,5,5465,1
2473,B,Flight,3,5,230,3,high,M,4,5189,1
2474,F,Ship,3,5,222,2,low,M,9,1321,0
2475,F,Ship,3,3,185,3,low,M,6,5995,1
2476,F,Ship,5,5,164,5,low,M,52,1644,1
2477,C,Flight,6,4,299,4,medium,M,9,1036,1
2478,F,Ship,6,4,280,4,low,M,4,1831,1
2479,C,Ship,5,3,194,3,medium,F,6,2736,1
2480,D,Ship,2,2,137,3,low,F,20,1823,1
2481,F,Ship,3,1,225,2,high,F,43,2585,1
2482,C,Ship,4,1,237,5,medium,M,5,1154,1
2483,D,Ship,5,3,237,2,medium,M,3,5113,0
2484,D,Ship,5,2,226,6,low,F,5,1981,1
2485,F,Flight,4,3,163,2,low,F,12,1092,1
2486,C,Flight,4,4,174,3,low,M,8,4348,0
2487,C,Ship,7,1,254,4,low,F,5,1865,1
2488,A,Ship,3,4,198,2,low,M,25,2774,1
2489,A,Road,5,1,260,5,low,F,3,1705,0
